         41662604 function calls (40090220 primitive calls) in 230.319 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  631/101    0.002    0.000    0.026    0.000 copy.py:226(_deepcopy_dict)
      166    0.002    0.000    0.190    0.001 imputils.py:188(imp)
     1585    0.002    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:424(_get_cached)
      355    0.002    0.000    0.113    0.000 base.py:429(declare_function)
      841    0.002    0.000    0.002    0.000 {built-in method posix.getcwd}
      109    0.002    0.000    0.087    0.001 callconv.py:116(raise_error)
        1    0.002    0.002    0.177    0.177 apply.py:281(apply_series_generator)
     2492    0.002    0.000    0.004    0.000 itanium_mangler.py:116(_len_encoded)
     1935    0.002    0.000    0.008    0.000 ir.py:1130(redefine)
     1913    0.002    0.000    0.006    0.000 series.py:538(name)
      531    0.002    0.000    0.004    0.000 base.py:88(_sort_signatures)
     5510    0.002    0.000    0.007    0.000 series.py:585(_values)
     1578    0.002    0.000    0.011    0.000 module.py:215(_get_metadata_lines)
     2612    0.002    0.000    0.006    0.000 npydecl.py:50(<listcomp>)
     1681    0.002    0.000    0.002    0.000 types.py:451(_to_string)
      614    0.002    0.000    0.004    0.000 version.py:305(__str__)
     5750    0.002    0.000    0.003    0.000 generic.py:30(_check)
      423    0.002    0.000    0.013    0.000 context.py:165(meminfo_data)
      259    0.002    0.000    1.115    0.004 values.py:654(descr_body)
      122    0.002    0.000    0.019    0.000 lowering.py:23(__init__)
     1661    0.002    0.000    0.026    0.000 interpreter.py:991(op_LOAD_FAST)
        1    0.002    0.002    0.003    0.003 parallel.py:373(_launch_threads)
     2781    0.002    0.000    0.109    0.000 inspect.py:2851(from_callable)
    10732    0.002    0.000    0.002    0.000 ir.py:846(get_targets)
     2492    0.002    0.000    0.013    0.000 itanium_mangler.py:86(_escape_string)
    12942    0.002    0.000    0.002    0.000 {method 'isidentifier' of 'str' objects}
      233    0.002    0.000    0.069    0.000 codegen.py:1172(_function_pass_manager)
     1963    0.002    0.000    0.196    0.000 templates.py:466(apply)
     1258    0.002    0.000    0.005    0.000 typing.py:120(_type_check)
     2195    0.002    0.000    0.138    0.000 typeinfer.py:1454(resolve_value_type)
      126    0.002    0.000    0.004    0.000 dis.py:430(findlabels)
     1283    0.002    0.000    0.061    0.000 base.py:329(get_arg_packer)
      122    0.002    0.000    0.007    0.000 analysis.py:575(find_literally_calls)
      244    0.002    0.000    0.008    0.000 passmanagers.py:42(dump_refprune_stats)
      102    0.002    0.000    0.082    0.001 _distn_infrastructure.py:1653(__init__)
      934    0.002    0.000    0.006    0.000 instructions.py:199(descr)
      359    0.002    0.000    0.029    0.000 codegen.py:1128(_create_empty_module)
   431/63    0.002    0.000   12.364    0.196 functions.py:521(get_call_type)
     1305    0.002    0.000    0.021    0.000 itanium_mangler.py:125(mangle_identifier)
      385    0.002    0.000    0.003    0.000 ir.py:390(binop)
    91/42    0.002    0.000    0.010    0.000 base.py:250(__new__)
      237    0.002    0.000    0.009    0.000 interpreter.py:1597(_op_JUMP_IF)
    17865    0.002    0.000    0.002    0.000 ffi.py:328(_dispose)
     4620    0.002    0.000    0.006    0.000 byteflow.py:1302(has_active_try)
     1822    0.002    0.000    1.343    0.001 <__array_function__ internals>:2(savetxt)
    19081    0.002    0.000    0.002    0.000 inspect.py:2551(kind)
     2938    0.002    0.000    0.015    0.000 <frozen importlib._bootstrap>:376(cached)
     6073    0.002    0.000    0.002    0.000 util.py:44(sub_debug)
     1822    0.002    0.000    0.006    0.000 structures.py:126(_parse_charge)
    10936    0.002    0.000    0.002    0.000 typeinfer.py:113(defined)
     1727    0.002    0.000    0.019    0.000 numbers.py:1332(constant_integer)
     5130    0.002    0.000    0.003    0.000 numpy_support.py:394(<listcomp>)
      122    0.002    0.000    0.004    0.000 untyped_passes.py:1433(run_pass)
     5628    0.002    0.000    0.010    0.000 base.py:382(_insert_getattr_defn)
      783    0.002    0.000    0.003    0.000 byteflow.py:1317(fork)
     8048    0.002    0.000    0.002    0.000 abstract.py:92(__init__)
     2475    0.002    0.000    0.005    0.000 _utils.py:76(<listcomp>)
      122    0.002    0.000    0.581    0.005 untyped_passes.py:192(run_pass)
     2843    0.002    0.000    0.003    0.000 utils.py:198(__getattr__)
     6146    0.002    0.000    0.003    0.000 ssa.py:249(on_assign)
1959/1843    0.002    0.000    0.024    0.000 typing.py:255(inner)
     5628    0.002    0.000    0.009    0.000 base.py:390(_insert_cast_defn)
     1671    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:176(cb)
      806    0.002    0.000    0.038    0.000 __init__.py:2185(_handle_ns)
     2707    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
     5246    0.002    0.000    0.002    0.000 bytecode.py:72(__init__)
     1104    0.002    0.000    0.003    0.000 ir.py:971(__str__)
    10660    0.002    0.000    0.003    0.000 sre_parse.py:249(match)
      618    0.002    0.000    0.008    0.000 builder.py:539(not_)
      320    0.002    0.000    0.007    0.000 langhelpers.py:485(format_argspec_plus)
      718    0.002    0.000    0.004    0.000 byteflow.py:1394(adapt_state_infos)
3215/1419    0.002    0.000    0.011    0.000 __init__.py:2385(yield_lines)
     2337    0.002    0.000    0.002    0.000 types.py:170(__init__)
 2351/205    0.002    0.000    0.002    0.000 controlflow.py:424(_dfs_rec)
     4632    0.002    0.000    0.005    0.000 ir.py:1100(get)
     5628    0.002    0.000    0.009    0.000 base.py:386(_insert_setattr_defn)
      556    0.002    0.000    0.004    0.000 functions.py:511(__init__)
     4620    0.002    0.000    0.004    0.000 byteflow.py:1208(advance_pc)
     1352    0.002    0.000    0.002    0.000 {built-in method _imp._fix_co_filename}
     1822    0.002    0.000    0.002    0.000 npyio.py:1332(__init__)
     5628    0.002    0.000    0.009    0.000 base.py:394(_insert_get_constant_defn)
     5778    0.002    0.000    0.002    0.000 ir.py:259(define)
     1260    0.002    0.000    0.003    0.000 lowering.py:587(try_static_impl)
     5535    0.002    0.000    0.002    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
      122    0.002    0.000    0.190    0.002 typeinfer.py:1021(build_constraint)
     2565    0.002    0.000    0.002    0.000 ufunc_db.py:32(get_ufunc_info)
      358    0.002    0.000    0.061    0.000 module.py:109(verify)
      643    0.002    0.000    0.024    0.000 extending.py:119(decorate)
      128    0.002    0.000    0.047    0.000 dispatcher.py:760(__init__)
     1013    0.002    0.000    0.006    0.000 values.py:21(_escape_string)
     2306    0.002    0.000    0.003    0.000 instructions.py:26(module)
      128    0.002    0.000    0.003    0.000 dispatcher.py:198(__init__)
     2612    0.002    0.000    0.005    0.000 npydecl.py:74(<listcomp>)
     3244    0.002    0.000    0.189    0.000 models.py:494(getter)
     5372    0.002    0.000    0.005    0.000 bytecode.py:148(_patched_opargs)
     3057    0.002    0.000    0.073    0.000 ffi.py:250(__exit__)
     2686    0.002    0.000    0.011    0.000 compiler_machinery.py:190(add_pass)
      970    0.002    0.000    0.011    0.000 builder.py:629(select)
     1604    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
     1172    0.002    0.000    0.014    0.000 core.py:173(add_global_variable)
     1395    0.002    0.000    0.052    0.000 transforms.py:263(yield_loops_with_multiple_backedges)
     1671    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:58(__init__)
     3782    0.002    0.000    0.004    0.000 common.py:4(_encode_string)
     2557    0.002    0.000    0.002    0.000 npydecl.py:160(ufunc)
      775    0.002    0.000    0.048    0.000 static_getitem.py:13(match)
      846    0.002    0.000    0.023    0.000 lowering.py:654(_cast_var)
      192    0.002    0.000    0.004    0.000 serialize.py:162(dumps)
      564    0.002    0.000    0.002    0.000 dispatcher.py:674(__repr__)
      623    0.002    0.000    0.016    0.000 arrayobj.py:56(make_array)
    14415    0.002    0.000    0.002    0.000 abstract.py:154(is_precise)
     2967    0.002    0.000    0.002    0.000 templates.py:124(as_function)
      244    0.002    0.000    0.002    0.000 inline_closurecall.py:281(__init__)
4643/4638    0.002    0.000    0.003    0.000 ir.py:1108(get_exact)
  795/126    0.002    0.000    1.320    0.010 {built-in method builtins.__import__}
     1681    0.002    0.000    0.014    0.000 <frozen importlib._bootstrap>:147(__enter__)
     4725    0.002    0.000    0.002    0.000 ir.py:577(<genexpr>)
      532    0.002    0.000    0.006    0.000 values.py:347(descr)
     1518    0.002    0.000    0.019    0.000 models.py:647(set)
     1305    0.002    0.000    0.019    0.000 itanium_mangler.py:133(<listcomp>)
     3176    0.002    0.000    0.039    0.000 compiler_lock.py:22(__exit__)
      898    0.002    0.000    0.014    0.000 base.py:465(insert_unique_const)
      241    0.002    0.000    0.091    0.000 typeinfer.py:761(__call__)
      125    0.002    0.000    0.032    0.000 codegen.py:529(__init__)
     6085    0.002    0.000    0.002    0.000 _parallel_backends.py:83(stop_call)
     2032    0.002    0.000    0.019    0.000 pprint.py:219(_pprint_list)
     5607    0.002    0.000    0.002    0.000 common.py:129(cast_scalar_indexer)
     6085    0.002    0.000    0.002    0.000 _parallel_backends.py:80(start_call)
     1358    0.002    0.000    0.004    0.000 functions.py:276(get_impl_key)
     2014    0.002    0.000    0.003    0.000 types.py:454(__eq__)
      126    0.002    0.000    0.008    0.000 bytecode.py:301(from_function)
        4    0.002    0.000    0.003    0.001 codata.py:1498(parse_constants_2002to2014)
      126    0.002    0.000    0.003    0.000 byteflow.py:169(get_used_phis_per_state)
    10980    0.002    0.000    0.002    0.000 interpreter.py:644(current_scope)
      126    0.002    0.000    0.176    0.001 typed_passes.py:772(run_pass)
     2546    0.002    0.000    0.015    0.000 numpy_support.py:324(numpy_outputs)
     5034    0.002    0.000    0.002    0.000 llvm_pass_timings.py:285(record)
     2475    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:342(__init__)
     2140    0.002    0.000    0.003    0.000 posixpath.py:60(isabs)
     4010    0.002    0.000    0.002    0.000 instructions.py:99(args)
      126    0.002    0.000    0.002    0.000 interpreter.py:396(_legalize_exception_vars)
      799    0.002    0.000    0.003    0.000 posixpath.py:150(dirname)
       43    0.002    0.000    0.012    0.000 removerefctpass.py:23(_rewrite_function)
     7858    0.002    0.000    0.002    0.000 ir_utils.py:1488(require)
        6    0.002    0.000    0.044    0.007 pickle.py:937(_batch_appends)
     1822    0.002    0.000    0.002    0.000 type_check.py:279(iscomplexobj)
     2612    0.002    0.000    0.005    0.000 npydecl.py:52(<listcomp>)
     5298    0.002    0.000    0.002    0.000 dis.py:419(_unpack_opargs)
      117    0.002    0.000    0.238    0.002 lowering.py:447(lower_setitem)
     1465    0.002    0.000    0.023    0.000 models.py:135(contains_nrt_meminfo)
        6    0.002    0.000    0.002    0.000 {built-in method numpy.fromiter}
     3863    0.002    0.000    0.002    0.000 misc.py:89(key)
     8095    0.002    0.000    0.002    0.000 compiler_machinery.py:37(name)
     5496    0.002    0.000    0.003    0.000 generic.py:545(_info_axis)
     9438    0.002    0.000    0.002    0.000 {method 'upper' of 'str' objects}
     1710    0.002    0.000    0.002    0.000 ir_utils.py:326(replace_var_callback)
    10496    0.002    0.000    0.002    0.000 ir.py:826(get_targets)
     2237    0.002    0.000    0.002    0.000 npytypes.py:485(is_precise)
     3176    0.002    0.000    0.029    0.000 compiler_lock.py:19(__enter__)
     1280    0.002    0.000    0.022    0.000 __init__.py:2763(_get_metadata)
      802    0.002    0.000    0.002    0.000 sre_compile.py:249(_compile_charset)
      401    0.002    0.000    0.006    0.000 byteflow.py:753(op_CALL_FUNCTION)
      654    0.002    0.000    0.003    0.000 genericpath.py:69(commonprefix)
      248    0.002    0.000    0.020    0.000 controlflow.py:549(_find_post_dominators)
      341    0.002    0.000    0.042    0.000 packer.py:87(as_arguments)
     4087    0.002    0.000    0.004    0.000 packer.py:137(<genexpr>)
     2661    0.002    0.000    0.148    0.000 context.py:214(incref)
     8485    0.002    0.000    0.002    0.000 value.py:119(is_global)
     1822    0.002    0.000    0.002    0.000 structures.py:83(__str__)
     1255    0.002    0.000    0.009    0.000 models.py:541(get_argument_type)
      122    0.002    0.000    0.020    0.000 compiler.py:507(define_untyped_pipeline)
      447    0.002    0.000    0.005    0.000 typeof.py:84(_typeof_type)
     2506    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
      126    0.002    0.000    0.245    0.002 ssa.py:36(_run_ssa)
      126    0.002    0.000    0.006    0.000 byteflow.py:149(_build_cfg)
       11    0.002    0.000    0.002    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
      680    0.002    0.000    0.007    0.000 copy.py:200(_deepcopy_list)
     1822    0.002    0.000    0.006    0.000 npyio.py:1352(first_write)
      816    0.002    0.000    0.004    0.000 sigutils.py:22(normalize_signature)
      643    0.002    0.000    0.002    0.000 extending.py:59(overload)
     5054    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:867(__exit__)
     1507    0.002    0.000    0.049    0.000 controlflow.py:270(loops)
      769    0.002    0.000    0.004    0.000 ntpath.py:61(isabs)
2547/1797    0.002    0.000    0.002    0.000 typing.py:720(__hash__)
     1359    0.002    0.000    0.019    0.000 contextlib.py:415(enter_context)
     2142    0.001    0.000    1.206    0.001 values.py:661(descr)
      730    0.001    0.000    0.013    0.000 arraydecl.py:162(generic)
     2316    0.001    0.000    0.002    0.000 core.py:65(int)
      434    0.001    0.000    0.011    0.000 templates.py:160(make_concrete_template)
      232    0.001    0.000    0.041    0.000 callconv.py:440(return_status_propagate)
      427    0.001    0.000    0.002    0.000 ir.py:943(__init__)
     5535    0.001    0.000    0.002    0.000 base.py:1875(is_floating)
     1649    0.001    0.000    0.085    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
     6279    0.001    0.000    0.001    0.000 fastmathpass.py:15(visit_Instruction)
     4665    0.001    0.000    0.003    0.000 typing.py:646(_is_dunder)
     3665    0.001    0.000    0.001    0.000 instructions.py:670(<listcomp>)
     2812    0.001    0.000    0.038    0.000 builder.py:579(icmp_signed)
